n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_logsum	scaf_powsum	ctg_logsum	ctg_powsum	asm_score	scaf_max	ctg_max	scaf_n_gt50K	scaf_l_gt50k	scaf_pct_gt50K	gc_avg	gc_std
3	4	68945	68935	0.015	2	23239	2	21536	3	21536	4	10534	999.001	151.009	974.968	142.574	23.033	24170	23239	0	0	0.000	0.46838	0.05195
