n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_logsum	scaf_powsum	ctg_logsum	ctg_powsum	asm_score	scaf_max	ctg_max	scaf_n_gt50K	scaf_l_gt50k	scaf_pct_gt50K	gc_avg	gc_std
500	500	1154926	1154926	0.000	108	2519	108	2519	393	1136	393	1136	13438	1585.618	13438	1585.618	7.690	34144	34144	0	0	0.000	0.49987	0.10237
