n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_logsum	scaf_powsum	ctg_logsum	ctg_powsum	asm_score	scaf_max	ctg_max	scaf_n_gt50K	scaf_l_gt50k	scaf_pct_gt50K	gc_avg	gc_std
65190	65190	175020121	175020121	0.000	10648	3379	10648	3379	49134	1191	49134	1191	2111724	262357	2111724	262357	11.547	145447	145447	57	3779759	2.160	0.47895	0.09970
