n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_logsum	scaf_powsum	ctg_logsum	ctg_powsum	asm_score	scaf_max	ctg_max	scaf_n_gt50K	scaf_l_gt50k	scaf_pct_gt50K	gc_avg	gc_std
59635	59635	121862781	121862781	0.000	14789	2069	14789	2069	48142	1122	48142	1122	1388550	160234	1388550	160234	7.382	72520	72520	10	571073	0.469	0.50612	0.10331
